name,user rating,user review,is_valid,negative,neutral,positive,compound
Ponyo,3.5,"the credits: PONYO PONYO PONYO FISHY IN THE SEA!
me: https://giphy.com/gifs/126bpm-dancingatclub-5n067EUZwH8cvtRfGz",True,0.0,0.782,0.218,0.4199
The Florida Project,5.0,@sean baker: thank you,True,0.0,0.545,0.455,0.3612
"I, Tonya",4.5,"WELL THIS WORLD IS A COLD ONE, BUT IT TAKES ONE TO KNOW ONE.....",True,0.0,0.893,0.107,0.1406
Blade Runner 2049,5.0,"'i'm the best one'
even with the issues i have with it, i can't deny that this is probably, simply and completely, denis villeneuve's best film since incendies",True,0.0,0.7,0.3,0.8934
Columbus,5.0,"'i'm also moved by it'
'yes! yes, tell me about that: what moves you?'
'i thought you hated architecture'
'i do. but i'm interested in what moves you'
passion is underrated. we do what we have to, we help those around us. we do what we have to to get by. every day can be a struggle when you're living a life you don't want to. even if you don't realize that it's not what you want
finding people that share your same passions is one of the most important kinds of relationships in life. what's even more, is finding someone that doesn't share your exact passion, but will listen to what you have to say. spill your guts: gush about what you love, at length and in great detail. what do you love? why do you love it? if someone will listen, if they want to listen, even if they can't relate or don't need to know, that's an important kind of bond
i was born and raised in a town like columbus. i still live here, even though i'd love to pull a lady bird and fly away on the next flight out to some far away city. it isn't such a bad place, it just isn't where i should be right now. the last year i've grown more than i have in my life, in more ways than one. and the biggest thing i've been contemplating recently is the desire to follow what i'm passionate about. and it isn't just a place, it's people. people who share the same passion i do, people who will listen. in my case, it's film. i work at a movie theater and i discuss films all day long, with coworkers and customers, but it always feels off. like we're not on the same wavelength. that doesn't make our relationships and friendships lesser or not worthy. it just isn't the same as being around people who feel what i feel
going out into the great unknown to discover more about what you love is one of the scariest things you could do. leaving loved ones behind is one of the most heartbreaking things to even consider doing. this movie makes me cry, because the ending is a personal kind of dream of mine, and the tenderness of it is overwhelming
kogonada captures a feeling with this piece of film that is completely unique. passion, understanding, calm. this is a really special movie, but not just because of the cinematography or performances. it's special to me because it touched me. feeling that way is one of the most important feelings when watching any movie, and how you feel shapes your entire opinion of it. this truly ended up being my special movie of the year. i hope you all have one too
thanks for letting me spill my guts about what i'm passionate about. i appreciate you listening. now i'm gonna go edit this movie into my 2017 in film video, which should be up within the week. i can't wait to show you all what i've been passionate about this year",True,0.034,0.717,0.249,0.9993
Professor Marston and the Wonder Women,4.0,would you believe me if i told you that one of the most genuine love stories of the year is between the two women in the polyamorous bdsm relationship that inspired wonder woman?,True,0.0,0.801,0.199,0.8261
The Salesman,4.0,"“i behaved badly”
captivating with a stellar ending. i’m glad i got to catch this in the theater",True,0.0,0.85,0.15,0.4588
The Post,4.0,"me six months ago: what the hell kind of boring shit is this gonna be
spielberg: happy awards season. here’s a movie, eat it up
me now: delicious. finally some good fucking food",True,0.211,0.522,0.267,0.4215
Proud Mary,2.5,could have been and should have been so much better,True,0.0,0.739,0.261,0.4902
The Room,5.0,"'YOU COULDN'T KILL ME IF YOU TRIED'
special shout out to the guys that got kicked out of my theater tonight. the heroes we deserve, but not the ones we need right now",True,0.0,0.819,0.181,0.6849
The Shape of Water,4.5,dark amelie show me the forbidden love story the government doesn't want us to see,True,0.199,0.593,0.208,0.291
The Florida Project,5.0,so honest it almost hurts. the film equivalent of finding buried treasure,True,0.159,0.511,0.329,0.4563
Ghost World,5.0,“i don’t know i just..... like don knotts”,True,0.0,0.737,0.263,0.3612
Amélie,5.0,"someone: hello-
me: on september 3, 1973, a blue fly capable of flapping 70 beats a minute landed on st. vincent street in montmartre. at that moment, on a restaurant terrace nearby, the wind magically made two glasses dance unseen on a tablecloth. meanwhile,
the someone: wait, how did you get that accordion?",True,0.0,0.952,0.048,0.3818
World of Tomorrow Episode Two: The Burden of Other People’s Thoughts,5.0,“let’s try to only think of nice things as i go”,True,0.0,0.781,0.219,0.4215
Downsizing,2.5,"a concept that would have been much better in the hands of yorgos lanthimos or even someone like charlie mcdowell. i was pretty intrigued while i was watching it, but it left a bad taste in my mouth afterwards. my original review was just gonna be “???” which pretty much sums it up",True,0.073,0.719,0.208,0.7808
The Greatest Showman,1.0,a movie about a circus and the strangest concept was michelle williams smiling and being happy the entire time,True,0.0,0.717,0.283,0.7717
Columbus,5.0,"'thanks. for everything' 'thank you. for being here'
the most profound new discovery i've experienced all year. i've been in such a bad place lately that i almost forgot what falling in love with a film felt like. i'm at peace, for a moment at least. and that's enough",True,0.077,0.673,0.25,0.8948
Krampus,3.5,"you better watch out, you better watch out! you better watch out!! you BETTER WATCH OUT!!! YOU BETTER WATCH OUT-",True,0.0,0.467,0.533,0.9526
13th: A Conversation with Oprah Winfrey & Ava DuVernay,,"ava duvernay is truly one of the most intelligent, insightful and important voices in directing right now and we should all be paying attention",True,0.0,0.724,0.276,0.7902
